0s
!cat points_data.csv
x,y,group
0.48813503927324753,1.778165367962301,0
2.151893663724195,-2.2999202680783517,1
1.027633760716439,2.3519402212259486,0
0.4488318299689684,4.621885451174382,1
-0.7634520066109527,-2.51246856480042,0
1.4589411306665614,0.7615733441783687,0
-0.6241278873730751,0.9204193127183906,0
3.917730007820797,0.7225190579087339,1
4.636627605010293,-2.769183673593817,1
-1.1655848117422227,4.527490115169851,1
2.917250380826646,-0.5287462138237267,0
0.28894919752904435,3.4640867247112777,1
0.6804456109393229,1.9947927531750427,0
4.25596638292661,-2.0256304914486636,1
-4.289639418021131,3.137978197024772,1
-4.1287070029845925,-1.0349425915301538,1
-4.797816025596743,3.811031971111616,1
3.32619845547938,0.8127287263585874,1
2.7815675094985046,3.8173536185485286,1
3.700121482468191,1.925315900777659,1
4.786183422327641,2.252542798196405,1
2.9915856421672355,0.013243819267022339,0
-0.38520637747068154,4.5608363472322395,1
2.805291762864554,1.4399019922963738,1
-3.817255741310668,-0.761449514418203,1
1.3992102132752384,1.0639321412792437,0
-3.566467125909536,-4.808068016906665,1
4.446689170495839,-1.9842518332545067,1
0.21848321750071698,1.6017353749268501,0
-0.8533806000947646,-2.0992239278955593,0
-2.35444387895373,1.1801542899884154,0
2.7423368943421664,-0.7123129905423387,0
-0.4384966778345145,-3.6452593577754975,1
0.6843394886864846,-2.0171767404396923,0
-4.812101995636448,0.6996491070126485,1
1.176354970758771,0.9087276124817318,0
1.1209572272242143,0.7432524884957878,0
1.1693399687475692,1.5320081985713365,0
4.437480785146242,1.5210327000168888,1
1.818202991034834,-0.6858156456602602,0
-1.40492099426214,3.965465958510631,1
-0.6296804620065855,-1.3243812995210344,0
1.9763119592726488,-0.6413507473437319,0
-4.397745283707302,3.9192335501567204,1
1.6676671544566766,3.0619398904608577,1
1.706378696181594,2.038885835403663,0
-2.896174389261591,-3.997731126876989,1
-3.710737023451467,4.194826137446736,1
-1.8457164907581616,2.1424129954911137,0
-1.362892290573774,4.988470065678666,1
0.7019677041787968,-3.5055169534200625,1
-0.6139848653767963,3.6812605736821418,1
4.883738380592263,-3.3750706532362518,1
-3.9795518925197193,1.155595642838442,1
-2.911232439051653,-3.761800171505585,1
-3.386904821150037,3.4800822932223436,1
1.5310832546539839,3.0731895872501074,1
-2.467083974602179,0.6910073861459329,0
-0.33689227143693756,-0.9281670277400034,0
-2.5557440799839726,-4.30833004544862,1
-3.4103041635448026,1.9742877314456369,1
-3.896248588356949,-0.46457317321931146,1
1.5632958946527342,2.2205559947034796,0
-3.618170486513862,3.6638232592862927,1
-3.034176383199465,4.755215050028859,1
-1.3127482933903591,3.55803342392611,1
3.2099322984793517,-4.88285915814998,1
-4.0289872420693875,-1.400219355216361,1
3.379449074988038,2.29990562424058,1
-4.039015921060369,-3.283703227385595,1
4.764594650133958,0.2103660620412926,1
-0.31348798352298424,-4.456620116607464,1
4.767610881903371,-3.000034751035999,1
1.0484551974504601,-4.81478205539386,1
2.3926357939830165,2.9369770335742063,1
-4.608122077456793,-2.760753119396199,1
-2.171930374235904,-1.5464831930309728,0
-3.798034387868311,4.280812934655909,1
-2.0385980247785507,2.0441440192353273,0
-3.8127228104575597,-4.681610704686921,1
-1.8201682060602398,-3.3530584350208725,1
-0.8573700548533001,1.214784014997635,0
-4.358525036512156,0.7722858860416757,1
1.924721193700199,-2.6210717862549138,1
0.6660145420657511,4.342139979247937,1
-2.346105090605546,1.13965955965896,0
0.2324805346669967,0.3563280302495828,0
-4.060594892415583,0.8990997635457099,1
0.7594649555617927,2.3012202951676963,0
4.292961975762141,-1.8805500452039814,1
-1.8143104754867636,-1.0177893778390814,0
1.6741037996368169,-2.9015625102487785,1
-3.6820213759560785,-3.1380699411966386,1
2.163272041185655,4.443723899839336,1
-2.105939070527989,2.395507950492876,1
-3.1680863799288317,-0.09541191382432945,1
0.8651293481008313,-2.725853720266768,0
-4.798924538125064,-2.4564351822960706,1
3.2894002921736316,-4.419708396761244,1
-4.953045238074529,-0.6558337444187927,1
